name,price,original_price,cost,category,sub_category,icon,stock,sku,supplier_id,description,tags,brand,image_url,image_urls,is_b2b,moq,tax_mode
Nivea Pure Impact Shower Gel 500 ml,6.00,0.00,0.00,other,misc,📦,100,02-01-01-09-116,9001,Nivea Pure Impact Shower Gel 500 ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""liquid_soap"",""Nivea"",""personal_care"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4005808628087.jpg?v=1667720218,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4005808628087.jpg?v=1667720218"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4005808628087-1.jpg?v=1667720217""}",false,1,none
Denim Boost Body Wash 400ml,4.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-09-121,9001,Denim Boost Body Wash 400ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""Nivea"",""personal_care"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183838.jpg?v=1667719967,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183838.jpg?v=1667719967""}",false,1,none
Denim Nourish Body Wash 400ml,4.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-09-117,9001,Denim Nourish Body Wash 400ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""liquid_soap"",""Nivea"",""personal_care"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183876.jpg?v=1667719913,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183876.jpg?v=1667719913""}",false,1,none
Denim Detox Body Wash 400ml,4.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-09-120,9001,Denim Detox Body Wash 400ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""liquid_soap"",""Nivea"",""personal_care"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183852.jpg?v=1667719780,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8719497183852.jpg?v=1667719780""}",false,1,none
Nivea Men Sport 24H Fresh Effect 500Ml,5.50,0.00,0.00,food,fresh,🍎,0,02-01-02-05-26,9001,Nivea Men Sport 24H Fresh Effect 500Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""all_shower_gel_&_soap"",""bodoy wash"",""body_care"",""Body_Wash"",""cosmetics"",""cosmetics_and_personal_care"",""liquid_soap"",""Nivea"",""personal_care"",""shower"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4005900288417.jpg?v=1667719484,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4005900288417.jpg?v=1667719484""}",false,1,none
Dettol Cool Antibacterial Body Wash 625Ml,5.00,0.00,0.00,cosmetics,skincare,💄,0,02-01-01-09-03,9001,Dettol Cool Antibacterial Body Wash 625Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Face_and_body"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/9556111609010.png?v=1667719191,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/9556111609010.png?v=1667719191""}",false,1,none
Dettol Fresh Antibacterial Body Wash 625Ml,6.50,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-09-04,9001,Dettol Fresh Antibacterial Body Wash 625Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Face_and_body"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/9556111621029.jpg?v=1667719094,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/9556111621029.jpg?v=1667719094""}",false,1,none
Clear Şampuan Men Cool Sport Menthol 485ML,5.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-04-601,9001,Clear Şampuan Men Cool Sport Menthol 485ML. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""hair_care"",""Herbal_Essences"",""Herbal_Essences_flamazing_Shampoo_400Ml"",""personal_care"",""Shampoo"",""Shampoo_And_Conditioner""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8683130010310.jpg?v=1667718704,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8683130010310.jpg?v=1667718704""}",false,1,none
Clear Men Maximum Freshness Shampoo 485 ml,5.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-04-599,9001,Clear Men Maximum Freshness Shampoo 485 ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""hair_care"",""Herbal_Essences"",""Herbal_Essences_flamazing_Shampoo_400Ml"",""personal_care"",""Shampoo"",""Shampoo_And_Conditioner""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8683130012550.jpg?v=1667718642,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8683130012550.jpg?v=1667718642""}",false,1,none
Lux Aqua Delight Body Wash 500ML,4.50,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-09-09,9001,Lux Aqua Delight Body Wash 500ML. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""Body_Cream"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care"",""Rdl_Papaya_Papaya_Whitening_Hand_&_Body_Lotion_600Ml"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8851932332385.jpg?v=1667718435,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8851932332385.jpg?v=1667718435""}",false,1,none
Clear Men Shampoo anti hair fall 315Ml,3.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-04-518,9001,Clear Men Shampoo anti hair fall 315Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""hair_care"",""Herbal_Essences"",""Herbal_Essences_flamazing_Shampoo_400Ml"",""personal_care"",""Shampoo"",""Shampoo_And_Conditioner""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8851932399760.jpg?v=1667717654,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8851932399760.jpg?v=1667717654""}",false,1,none
Pantene Oil Replacement Smooth&Silky Hair Lotion 275Ml,5.00,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-03-311,9001,Pantene Oil Replacement Smooth&Silky Hair Lotion 275Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""anit hair fall"",""cosmetics"",""Cosmetics_and_personal_care"",""hair_care"",""Hair_oil"",""kesh_king_anti_hairfall_shampoo"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8001090258472.jpg?v=1667717481,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8001090258472.jpg?v=1667717481""}",false,1,none
Pantene Oil Replacement  Anti Hair Fall 275Ml,5.00,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-03-310,9001,Pantene Oil Replacement  Anti Hair Fall 275Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""anit hair fall"",""cosmetics"",""Cosmetics_and_personal_care"",""hair oil"",""hair_care"",""Hair_oil"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8001090151001.jpg?v=1667717193,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8001090151001.jpg?v=1667717193""}",false,1,none
03151 - Mix Ladies Bag - Nas Canta,38.00,0.00,0.00,other,misc,📦,100,10-01-04-02-31,9001,03151 - Mix Ladies Bag - Nas Canta. Available at Adeeg Market.,"{""ladies_bags"",""women_garments_&_accessories"",""women_garments_and_accessories""}",mix ladies,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/LadiesBag-NasCanta03151_2.png?v=1636261017,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/LadiesBag-NasCanta03151_2.png?v=1636261017"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/LadiesBag-NasCanta03151_1.png?v=1636261017""}",false,1,none
Yuri Taf Lemon & Lime 500ml,2.50,0.00,0.00,cosmetics,haircare,💄,100,04-01-01-02-178,9001,Yuri Taf Lemon & Lime 500ml. Available at Adeeg Market.,"{""cif"",""cleaning_products"",""dac_disinfectant_3ltr"",""daisy"",""kitchen_cleaner"",""kitchen_dining_and_household"",""multi_purpose_cleaner"",""shaanbo""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8886030653919.jpg?v=1667628542,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8886030653919.jpg?v=1667628542""}",false,1,none
Primo Peanut Butter Chocolate 510gm,2.00,0.00,0.00,food,dairy,🍎,100,01-06-03-04-77,9001,Primo Peanut Butter Chocolate 510gm. Available at Adeeg Market.,"{""american_fresh_peanut_butter_crunchy"",""break_fast_&_milk_powder"",""break_fast_&_milk_products"",""breakfast_and_milk"",""butter_spread"",""grocery"",""jam_and_marmalade"",""jams_honey_&_spreads"",""spreads""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113441643.jpg?v=1763913006,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113441643.jpg?v=1763913006"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113441643.jpg?v=1763913071""}",false,1,none
Primo Peanut Butter Chocolate340gm,1.50,0.00,0.00,food,dairy,🍎,100,01-06-03-04-78,9001,Primo Peanut Butter Chocolate340gm. Available at Adeeg Market.,"{""american_fresh_peanut_butter_crunchy"",""break_fast_&_milk_powder"",""break_fast_&_milk_products"",""breakfast_and_milk"",""butter_spread"",""grocery"",""jam_and_marmalade"",""jams_honey_&_spreads"",""sale"",""spreads""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113441599.jpg?v=1763913308,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/8906113441599.jpg?v=1763913308"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/88906113441599.jpg?v=1763913436""}",false,1,none
Okay Skin & Hair Argan Oil 59ml,12.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-01-05-186,9001,Okay Skin & Hair Argan Oil 59ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Hair"",""Hair_oil"",""Oil"",""personal_care"",""saliid"",""Zaitun""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015643.jpg?v=1667134595,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015643.jpg?v=1667134595"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015643-1.jpg?v=1667134595""}",false,1,none
Okay Skin & Hair Castor Oil 59ml,12.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-01-05-189,9001,Okay Skin & Hair Castor Oil 59ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Hair"",""Hair_oil"",""Oil"",""personal_care"",""saliid"",""Zaitun""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015636_2.jpg?v=1667134540,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015636_2.jpg?v=1667134540"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015636_1.jpg?v=1667134541""}",false,1,none
Okay Skin& Hair Carrot Oil 59ml,12.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-01-05-188,9001,Okay Skin& Hair Carrot Oil 59ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Hair"",""Hair_oil"",""Oil"",""personal_care"",""saliid"",""Zaitun""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015612.jpg?v=1667134469,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015612.jpg?v=1667134469"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015612-1.jpg?v=1667134469""}",false,1,none
Okay Skin & Hair Jojoba Oil 59ml,12.50,0.00,0.00,cosmetics,haircare,💄,100,02-01-01-05-187,9001,Okay Skin & Hair Jojoba Oil 59ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""Hair"",""Hair_oil"",""Oil"",""personal_care"",""saliid"",""Zaitun""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015445.jpg?v=1667134300,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015445.jpg?v=1667134300"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/810367015445-1.jpg?v=1667134299""}",false,1,none
Palace Of Dreams Room& Fabric Mist 300Ml,6.00,0.00,0.00,cosmetics,fragrance,💄,100,02-02-02-01-564,9001,Palace Of Dreams Room& Fabric Mist 300Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_spray"",""cosmetics"",""Cosmetics_and_personal_care"",""Genesis_Gold_Deo"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171070856-1.jpg?v=1667131988,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171070856-1.jpg?v=1667131988"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171070856.jpg?v=1667131989""}",false,1,none
Pure Touch Noir EDP 100ml,6.00,0.00,0.00,cosmetics,fragrance,💄,100,02-02-02-02-129,9001,Pure Touch Noir EDP 100ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""Decode_Bleu"",""perfume_spray"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",Decode,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171050285-1.jpg?v=1667131761,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171050285-1.jpg?v=1667131761"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171050285-2.jpg?v=1667131761"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6290171050285.jpg?v=1667131761""}",false,1,none
AHP1854 Al Haramain Sandal Wood Ma'Al Attar 60Gms,10.00,0.00,0.00,cosmetics,fragrance,💄,100,02-02-02-03-11,9001,AHP1854 Al Haramain Sandal Wood Ma'Al Attar 60Gms. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""Combodi_Oudh_Ma'al_Attar"",""cosmetics"",""Cosmetics_and_personal_care"",""Nabeel_Tajebni_Attar"",""Oudh"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6600001268160.jpg?v=1667131647,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6600001268160.jpg?v=1667131647"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6600001268160-1.jpg?v=1667131647""}",false,1,none
Al Haramain Oudh Mi'Jun Maliki 100G,11.00,0.00,0.00,cosmetics,fragrance,💄,100,02-02-02-03-04,9001,Al Haramain Oudh Mi'Jun Maliki 100G. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""Combodi_Oudh_Ma'al_Attar"",""cosmetics"",""Cosmetics_and_personal_care"",""Nabeel_Tajebni_Attar"",""Oudh"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100137107.jpg?v=1667131540,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100137107.jpg?v=1667131540"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100137107-1.jpg?v=1667131540""}",false,1,none
AHP1021 AL Haramain Bukhoor Amber 80Gms,8.00,0.00,0.00,cosmetics,fragrance,💄,100,02-02-02-07-08,9001,AHP1021 AL Haramain Bukhoor Amber 80Gms. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""Combodi_Oudh_Ma'al_Attar"",""cosmetics"",""Cosmetics_and_personal_care"",""Nabeel_Tajebni_Attar"",""Oudh"",""perfumes"",""perfumes_and_body_spray"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100130207-1.jpg?v=1667131466,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100130207-1.jpg?v=1667131466"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/6291100130207.jpg?v=1667131465""}",false,1,none
Irish Spring Sage & Cedar 532Ml,5.00,0.00,0.00,cosmetics,skincare,💄,100,04-01-01-03-19,9001,Irish Spring Sage & Cedar 532Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""Body_Cream"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000969804.png?v=1667130958,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000969804.png?v=1667130958""}",false,1,none
Irish Spring Black Mint 532ml,5.00,0.00,0.00,cosmetics,skincare,💄,100,04-01-01-03-26,9001,Irish Spring Black Mint 532ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000969798-1.png?v=1667130892,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000969798-1.png?v=1667130892""}",false,1,none
Irish Spring Charcoal 532Ml,5.00,0.00,0.00,cosmetics,skincare,💄,100,04-01-01-03-20,9001,Irish Spring Charcoal 532Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""Body_Cream"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000451095.png?v=1667130775,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000451095.png?v=1667130775""}",false,1,none
Irish Spring Original 532Ml,6.00,0.00,0.00,cosmetics,skincare,💄,100,04-01-01-03-18,9001,Irish Spring Original 532Ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care"",""shower_gel""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000269188.png?v=1667130715,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/035000269188.png?v=1667130715""}",false,1,none
OGX Conditioner Coconut Miracle Oil 385ml,7.00,0.00,0.00,cosmetics,haircare,💄,100,02-01-02-04-754,9001,OGX Conditioner Coconut Miracle Oil 385ml. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""coconut milk shampoo"",""cosmetics"",""Cosmetics & Personal Care"",""Cosmetics_and_personal_care"",""hair_care"",""personal_care"",""Shampoo_And_Conditioner""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/022796972217.png?v=1667129741,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/022796972217.png?v=1667129741"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/022796972217-1.png?v=1667129742""}",false,1,none
Palmer'S 0-Butter Expo Face Scrub 5.25Oz,12.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-03-02-179,9001,Palmer'S 0-Butter Expo Face Scrub 5.25Oz. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""cosmetics"",""Cosmetics_and_personal_care"",""Facial_Foam"",""Loreal"",""Loreal_150Ml_Fine_Flower_Scrub"",""personal_care"",""Scrub"",""Styling""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/010181045431.jpg?v=1667128329,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/010181045431.jpg?v=1667128329""}",false,1,none
Silicon Mix Treatment 8Oz,8.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-02-04-422,9001,Silicon Mix Treatment 8Oz. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""BODY CREAM & MOISTURISER"",""body_care"",""Body_Cream"",""Body_Cream_&_Moisturiser"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7464804101371.jpg?v=1667127984,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/7464804101371.jpg?v=1667127984""}",false,1,none
Sensacion Goats Milk Secret Blush Body Scrub 200g,3.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-02-04-707,9001,Sensacion Goats Milk Secret Blush Body Scrub 200g. Available at Adeeg Market.,"{""all_personal_care_&_Hygiene"",""body_care"",""Body_Scrubber"",""cosmetics"",""Cosmetics_and_personal_care"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8885012970228.jpg?v=1667127884,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/8885012970228.jpg?v=1667127884""}",false,1,none
Olay Natural white Night cream all in one 50g,5.00,0.00,0.00,food,dairy,🍎,100,02-01-01-03-74,9001,Olay Natural white Night cream all in one 50g. Available at Adeeg Market.,"{""cosmetics"",""cosmetics_and_personal_care"",""Face_Care"",""Face_Cream"",""Olay _Day _Cream _50Ml"",""personal_care""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5011321868342.jpg?v=1667127728,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5011321868342.jpg?v=1667127728"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/5011321868342-1.jpg?v=1667127728""}",false,1,none
Wee Baby Feeding Spoon Silicone Tip Code: 122,2.00,0.00,0.00,health,baby_health,🩺,100,02-03-01-04-51,9001,Wee Baby Feeding Spoon Silicone Tip Code: 122. Available at Adeeg Market.,"{""baby_care"",""baby_feeding_bottle"",""baby_product"",""baby_products"",""baby_tool"",""feeding_bottle"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/WeeBabyFeedingSpoonSiliconeTipCode122-3.jpg?v=1666678790,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/WeeBabyFeedingSpoonSiliconeTipCode122-3.jpg?v=1666678790"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/WeeBabyFeedingSpoonSiliconeTipCode122.jpg?v=1666678789"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/WeeBabyFeedingSpoonSiliconeTipCode122-1.jpg?v=1666678790""}",false,1,none
Dream Kids Olive Miracle Anti-breakage Strengthener Creme 6oz,4.50,0.00,0.00,cosmetics,skincare,💄,100,02-03-01-01-84,9001,Dream Kids Olive Miracle Anti-breakage Strengthener Creme 6oz. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""hair_care"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535472099.jpg?v=1666612186,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535472099.jpg?v=1666612186"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535472099-1.jpg?v=1666612187""}",false,1,none
African Pride Dream Kids Olive Miracle Soothing Moisturizing Braid Spray 12 oz,5.00,0.00,0.00,cosmetics,skincare,💄,100,02-03-01-01-85,9001,African Pride Dream Kids Olive Miracle Soothing Moisturizing Braid Spray 12 oz. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535473133.jpg?v=1666611801,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535473133.jpg?v=1666611801"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535473133-1.jpg?v=1666611801""}",false,1,none
African Pride Dream Kids Olive Miracle Quick Bounce Pudding 425,4.00,0.00,0.00,cosmetics,skincare,💄,100,02-03-01-01-90,9001,African Pride Dream Kids Olive Miracle Quick Bounce Pudding 425. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535478152.jpg?v=1666611269,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535478152.jpg?v=1666611269"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535478152-1.jpg?v=1666611269"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535478152-2.jpg?v=1666611269""}",false,1,none
African Pride Dream Kids Olive Miracle Instant Moisturizing Detangler 8 oz,4.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-03-349,9001,African Pride Dream Kids Olive Miracle Instant Moisturizing Detangler 8 oz. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535482098.jpg?v=1666610870,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/802535482098.jpg?v=1666610870""}",false,1,none
Johnson's Baby Crema Liquida 500ML,8.50,0.00,0.00,cosmetics,skincare,💄,100,02-03-01-01-23,9001,Johnson's Baby Crema Liquida 500ML. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/files/NewProject_59.png?v=1719300559,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/NewProject_59.png?v=1719300559"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/files/NewProject_60.png?v=1719300609""}",false,1,none
Sebamed Baby Gentle Wash With Calendula 200Ml,8.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-01-03-451,9001,Sebamed Baby Gentle Wash With Calendula 200Ml. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040026989.jpg?v=1666610476,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040026989.jpg?v=1666610476"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040026989-1.jpg?v=1666610476""}",false,1,none
Sebamed Baby Gentle Wash 200Ml+Baby Body Lotion 200Ml,13.00,0.00,0.00,cosmetics,skincare,💄,100,02-01-02-04-727,9001,Sebamed Baby Gentle Wash 200Ml+Baby Body Lotion 200Ml. Available at Adeeg Market.,"{""baby_bathing_skincare"",""baby_care"",""baby_product"",""baby_products"",""wee_baby""}",,https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040027009.jpg?v=1666610392,"{""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040027009.jpg?v=1666610392"",""https://cdn.shopify.com/s/files/1/0421/8653/9164/products/4103040027009-1.jpg?v=1666610392""}",false,1,none
